customer_key,customer_number,customer_name,age,age_category,total_orders,total_sales,spender_category,last_order_date,recency,total_quantities,total_products,life_span,average_order_value,average_monthly_spend
554,AW00011554,"Sydney Simmons",94,"Above 60",1,35,"low spender",2013-05-08,154,1,1,154,35.0000,0.2273
555,AW00011555,"Alexandria Henderson",88,"Above 60",1,35,"low spender",2013-05-08,154,1,1,154,35.0000,0.2273
556,AW00011556,"Lucas Evans",53,40-60,1,21,"low spender",2013-12-21,147,1,1,147,21.0000,0.1429
557,AW00011557,"Felicia Ramos",53,40-60,1,21,"low spender",2013-08-08,151,1,1,151,21.0000,0.1391
558,AW00011558,"Ivan Malhotra",53,40-60,1,21,"low spender",2013-11-30,148,1,1,148,21.0000,0.1419
559,AW00011559,"Frederick Subram",47,40-60,1,35,"low spender",2013-11-29,148,1,1,148,35.0000,0.2365
560,AW00011560,"Whitney Srini",47,40-60,1,54,"low spender",2013-12-03,147,1,1,147,54.0000,0.3673
561,AW00011561,"Briana Dominguez",54,40-60,2,4344,"medium spender",2013-03-11,156,2,2,156,2172.0000,27.8462
562,AW00011562,"Jarrod Gonzalez",NULL,NULL,1,35,"low spender",2013-06-26,153,1,1,153,35.0000,0.2288
563,AW00011563,"Cesar Srini",54,40-60,1,54,"low spender",2013-07-05,152,1,1,152,54.0000,0.3553
564,AW00011564,"Jorge Liang",54,40-60,2,4369,"medium spender",2013-03-18,156,2,2,156,2184.5000,28.0064
565,AW00011565,"Erik Diaz",54,40-60,1,35,"low spender",2013-09-08,150,1,1,150,35.0000,0.2333
566,AW00011566,"April Shan",53,40-60,25,377,"low spender",2014-01-07,146,25,6,146,15.0800,2.5822
567,AW00011567,"Carla Perez",47,40-60,1,54,"low spender",2013-03-15,156,1,1,156,54.0000,0.3462
568,AW00011568,"Alexia Foster",53,40-60,3,6775,"high spender",2013-09-20,150,3,3,150,2258.3333,45.1667
569,AW00011569,"Troy Malhotra",48,40-60,1,35,"low spender",2013-11-20,148,1,1,148,35.0000,0.2365
570,AW00011570,"Kristin Andersen",54,40-60,2,4391,"medium spender",2013-03-14,156,2,2,156,2195.5000,28.1474
571,AW00011571,"Joel Sai",54,40-60,2,4366,"medium spender",2013-03-20,156,2,2,156,2183.0000,27.9872
572,AW00011572,"Billy Moreno",49,40-60,2,4391,"medium spender",2013-03-08,156,2,2,156,2195.5000,28.1474
573,AW00011573,"Meagan Subram",49,40-60,1,35,"low spender",2013-07-27,152,1,1,152,35.0000,0.2303
574,AW00011574,"Karla Luo",55,40-60,1,35,"low spender",2013-03-15,156,1,1,156,35.0000,0.2244
575,AW00011575,"Jackson Campbell",55,40-60,3,6728,"high spender",2013-09-16,150,3,3,150,2242.6667,44.8533
576,AW00011576,"Micah Zhu",55,40-60,2,4366,"medium spender",2013-03-23,156,2,2,156,2183.0000,27.9872
577,AW00011577,"Janet Serrano",54,40-60,2,4344,"medium spender",2013-03-12,156,2,1,156,2172.0000,27.8462
578,AW00011578,"Trisha Huang",55,40-60,2,4391,"medium spender",2013-03-12,156,2,2,156,2195.5000,28.1474
579,AW00011579,"Clayton Beck",45,40-60,1,35,"low spender",2013-07-31,152,1,1,152,35.0000,0.2303
580,AW00011580,"Melvin Raje",87,"Above 60",1,35,"low spender",2013-04-16,155,1,1,155,35.0000,0.2258
581,AW00011581,"Cindy Jordan",NULL,NULL,5,72,"low spender",2013-11-22,148,5,4,148,14.4000,0.4865
582,AW00011582,"Claudia Ma",51,40-60,2,4344,"medium spender",2013-03-23,156,2,2,156,2172.0000,27.8462
583,AW00011583,"Karla Xu",55,40-60,2,4366,"medium spender",2013-04-08,155,2,2,155,2183.0000,28.1677
584,AW00011584,"Devin Carter",54,40-60,1,9,"low spender",2013-09-16,150,1,1,150,9.0000,0.0600
585,AW00011585,"Kari Perez",50,40-60,1,50,"low spender",2014-01-10,146,1,1,146,50.0000,0.3425
586,AW00011586,"Alberto Romero",54,40-60,1,9,"low spender",2013-10-28,149,1,1,149,9.0000,0.0604
587,AW00011587,"Kevin Bryant",50,40-60,2,4344,"medium spender",2013-04-09,155,2,2,155,2172.0000,28.0258
588,AW00011588,"Candace Mehta",56,40-60,2,4369,"medium spender",2013-05-12,154,2,2,154,2184.5000,28.3701
589,AW00011589,"Ebony Malhotra",50,40-60,1,10,"low spender",2013-06-04,153,1,1,153,10.0000,0.0654
590,AW00011590,"Erika Diaz",45,40-60,2,4369,"medium spender",2013-05-23,154,2,2,154,2184.5000,28.3701
591,AW00011591,"Stacey Lu",57,40-60,2,5873,"high spender",2013-05-23,154,2,2,154,2936.5000,38.1364
592,AW00011592,"Darrell Raji",42,40-60,2,5873,"high spender",2013-05-12,154,2,2,154,2936.5000,38.1364
593,AW00011593,"Armando Moreno",43,40-60,2,5898,"high spender",2013-06-19,153,2,2,153,2949.0000,38.5490
594,AW00011594,"Corey Goel",40,20-40,1,35,"low spender",2013-08-17,151,1,1,151,35.0000,0.2318
595,AW00011595,"Sebastian Howard",41,40-60,1,35,"low spender",2013-12-30,147,1,1,147,35.0000,0.2381
596,AW00011596,"Roger Raje",57,40-60,1,10,"low spender",2013-10-01,149,1,1,149,10.0000,0.0671
597,AW00011597,"Janelle Chandra",42,40-60,1,35,"low spender",2014-01-05,146,1,1,146,35.0000,0.2397
598,AW00011598,"Meredith Ruiz",42,40-60,2,4391,"medium spender",2013-03-24,156,2,1,156,2195.5000,28.1474
599,AW00011599,"Melody Diaz",43,40-60,2,5898,"high spender",2013-06-12,153,2,2,153,2949.0000,38.5490
600,AW00011600,"Linda Rubio",43,40-60,1,35,"low spender",2013-05-06,154,1,1,154,35.0000,0.2273
601,AW00011601,"Ivan Raman",43,40-60,2,5873,"high spender",2013-06-07,153,2,2,153,2936.5000,38.3856
602,AW00011602,"Larry Gill",43,40-60,1,35,"low spender",2013-07-10,152,1,1,152,35.0000,0.2303
603,AW00011603,"Geoffrey Gonzalez",43,40-60,3,6753,"high spender",2013-10-08,149,3,3,149,2251.0000,45.3221
604,AW00011604,"Edgar Sanchez",43,40-60,3,6753,"high spender",2013-10-16,149,3,3,149,2251.0000,45.3221
605,AW00011605,"Heidi Subram",43,40-60,2,4344,"medium spender",2013-02-28,157,2,2,157,2172.0000,27.6688
606,AW00011606,"Melody Ramos",40,20-40,2,5898,"high spender",2013-06-28,153,2,2,153,2949.0000,38.5490
607,AW00011607,"Clinton Moreno",39,20-40,2,5898,"high spender",2013-06-10,153,2,2,153,2949.0000,38.5490
608,AW00011608,"Cesar Madan",44,40-60,1,35,"low spender",2013-12-13,147,1,1,147,35.0000,0.2381
609,AW00011609,"Eugene Ye",44,40-60,3,6728,"high spender",2013-11-23,148,3,3,148,2242.6667,45.4595
610,AW00011610,"Blake Collins",45,40-60,3,6750,"high spender",2013-11-01,148,3,3,148,2250.0000,45.6081
611,AW00011611,"Ernest Lin",41,40-60,2,5873,"high spender",2013-06-29,153,2,2,153,2936.5000,38.3856
612,AW00011612,"Keith Andersen",40,20-40,3,6728,"high spender",2013-11-18,148,3,3,148,2242.6667,45.4595
613,AW00011613,"Meredith Prasad",44,40-60,2,4366,"medium spender",2013-04-24,155,2,2,155,2183.0000,28.1677
614,AW00011614,"Katrina Sharma",45,40-60,2,4369,"medium spender",2013-04-05,155,2,2,155,2184.5000,28.1871
615,AW00011615,"Dwayne Navarro",44,40-60,3,5133,"high spender",2013-04-13,155,3,2,155,1711.0000,33.1161
616,AW00011616,"Casey Nath",45,40-60,3,5133,"high spender",2013-04-15,155,3,3,155,1711.0000,33.1161
617,AW00011617,"Sean Brooks",61,"Above 60",2,5898,"high spender",2013-04-07,155,2,2,155,2949.0000,38.0516
618,AW00011618,"Brian Ramirez",61,"Above 60",1,2320,"medium spender",2013-02-09,157,1,1,157,2320.0000,14.7771
619,AW00011619,"Sierra Young",47,40-60,16,388,"low spender",2013-12-02,147,16,12,147,24.2500,2.6395
620,AW00011620,"Megan Rodriguez",47,40-60,2,7,"low spender",2013-07-27,152,2,2,152,3.5000,0.0461
621,AW00011621,"Leah She",47,40-60,2,37,"low spender",2013-10-30,149,2,2,149,18.5000,0.2483
622,AW00011622,"Gabriel Allen",46,40-60,2,37,"low spender",2013-06-15,153,2,2,153,18.5000,0.2418
623,AW00011623,"Angela Perry",47,40-60,2,5873,"high spender",2013-04-26,155,2,2,155,2936.5000,37.8903
624,AW00011624,"Ryan Smith",42,40-60,2,5898,"high spender",2013-04-24,155,2,2,155,2949.0000,38.0516
625,AW00011625,"Zachary Moore",47,40-60,2,5873,"high spender",2013-04-23,155,2,2,155,2936.5000,37.8903
626,AW00011626,"Destiny Rogers",47,40-60,2,5873,"high spender",2013-04-07,155,2,2,155,2936.5000,37.8903
627,AW00011627,"Dalton Gray",47,40-60,2,37,"low spender",2013-11-09,148,2,2,148,18.5000,0.2500
628,AW00011628,"Mariah Wood",48,40-60,2,5873,"high spender",2013-03-31,156,2,2,156,2936.5000,37.6474
629,AW00011629,"Isaiah Wright",49,40-60,2,5873,"high spender",2013-04-18,155,2,2,155,2936.5000,37.8903
630,AW00011630,"Haley Powell",48,40-60,2,5898,"high spender",2013-04-27,155,2,2,155,2949.0000,38.0516
631,AW00011631,"Antonio Bennett",49,40-60,16,348,"low spender",2013-12-25,147,16,13,147,21.7500,2.3673
632,AW00011632,"Alexandra Jenkins",43,40-60,16,477,"low spender",2014-01-03,146,16,13,146,29.8125,3.2671
633,AW00011633,"Thomas Anderson",48,40-60,2,7,"low spender",2014-01-14,146,2,2,146,3.5000,0.0479
634,AW00011634,"Samuel Collins",48,40-60,2,37,"low spender",2013-04-26,155,2,2,155,18.5000,0.2387
635,AW00011635,"Darrell Chande",42,40-60,2,37,"low spender",2013-09-21,150,2,2,150,18.5000,0.2467
636,AW00011636,"Kimberly Cox",47,40-60,2,37,"low spender",2014-01-18,146,2,2,146,18.5000,0.2534
637,AW00011637,"Morgan Hernandez",42,40-60,2,37,"low spender",2013-02-15,157,2,2,157,18.5000,0.2357
638,AW00011638,"Antonio Powell",48,40-60,2,7,"low spender",2013-10-19,149,2,2,149,3.5000,0.0470
639,AW00011639,"Angelica Perry",47,40-60,2,37,"low spender",2014-01-08,146,2,2,146,18.5000,0.2534
640,AW00011640,"Chloe Wilson",50,40-60,5,156,"low spender",2013-12-29,147,5,5,147,31.2000,1.0612
641,AW00011641,"James Chen",50,40-60,5,156,"low spender",2013-08-18,151,5,5,151,31.2000,1.0331
642,AW00011642,"Morgan Hughes",49,40-60,5,138,"low spender",2014-01-24,146,5,5,146,27.6000,0.9452
643,AW00011643,"Naomi Munoz",50,40-60,2,7,"low spender",2013-07-04,152,2,2,152,3.5000,0.0461
644,AW00011644,"Charles Torres",50,40-60,2,37,"low spender",2014-01-05,146,2,2,146,18.5000,0.2534
645,AW00011645,"Gabriella Turner",50,40-60,2,59,"low spender",2014-01-03,146,2,2,146,29.5000,0.4041
646,AW00011646,"Anna Foster",46,40-60,2,89,"low spender",2013-07-25,152,2,2,152,44.5000,0.5855
647,AW00011647,"Randy Wu",51,40-60,1,2320,"medium spender",2013-02-15,157,1,1,157,2320.0000,14.7771
648,AW00011648,"Kevin Scott",45,40-60,2,89,"low spender",2013-09-02,150,2,2,150,44.5000,0.5933
649,AW00011649,"Ian White",46,40-60,2,89,"low spender",2013-04-23,155,2,2,155,44.5000,0.5742
650,AW00011650,"Caleb Hayes",51,40-60,2,89,"low spender",2013-12-17,147,2,2,147,44.5000,0.6054
651,AW00011651,"Patricia Garcia",43,40-60,5,136,"low spender",2013-10-18,149,5,4,149,27.2000,0.9128
652,AW00011652,"Samuel Russell",43,40-60,5,161,"low spender",2013-12-18,147,5,5,147,32.2000,1.0952
653,AW00011653,"Sydney Peterson",43,40-60,2,89,"low spender",2013-10-12,149,2,2,149,44.5000,0.5973
654,AW00011654,"Ariana Sanchez",49,40-60,2,5898,"high spender",2013-04-24,155,2,2,155,2949.0000,38.0516
655,AW00011655,"Tamara Sharma",44,40-60,2,7,"low spender",2013-12-02,147,2,2,147,3.5000,0.0476
656,AW00011656,"Katelyn Perez",49,40-60,2,37,"low spender",2014-01-12,146,2,2,146,18.5000,0.2534
657,AW00011657,"Megan Cox",49,40-60,2,59,"low spender",2014-01-28,146,2,2,146,29.5000,0.4041
658,AW00011658,"Robert Mitchell",40,20-40,2,89,"low spender",2013-07-24,152,2,2,152,44.5000,0.5855
659,AW00011659,"Miguel Adams",51,40-60,5,100,"low spender",2014-01-06,146,5,5,146,20.0000,0.6849
660,AW00011660,"Miranda Gonzales",46,40-60,5,131,"low spender",2013-08-16,151,5,4,151,26.2000,0.8675
661,AW00011661,"Jeremiah James",45,40-60,5,161,"low spender",2013-12-14,147,5,5,147,32.2000,1.0952
662,AW00011662,"Ethan Kumar",50,40-60,2,44,"low spender",2013-07-06,152,2,2,152,22.0000,0.2895
663,AW00011663,"Seth Williams",50,40-60,2,5873,"high spender",2013-02-15,157,2,2,157,2936.5000,37.4076
664,AW00011664,"Alyssa Morgan",50,40-60,2,5873,"high spender",2013-02-21,157,2,2,157,2936.5000,37.4076
665,AW00011665,"Janet Dominguez",49,40-60,2,5873,"high spender",2013-02-14,157,2,2,157,2936.5000,37.4076
666,AW00011666,"Angel Baker",44,40-60,2,5873,"high spender",2013-02-07,157,2,2,157,2936.5000,37.4076
667,AW00011667,"Blake Moore",53,40-60,2,89,"low spender",2013-12-19,147,2,2,147,44.5000,0.6054
668,AW00011668,"Jada Collins",42,40-60,2,89,"low spender",2014-01-04,146,2,2,146,44.5000,0.6096
669,AW00011669,"Isabella Simmons",47,40-60,2,14,"low spender",2013-08-19,151,2,2,151,7.0000,0.0927
670,AW00011670,"Jacqueline Perry",52,40-60,2,44,"low spender",2013-09-18,150,2,2,150,22.0000,0.2933
671,AW00011671,"Jessica Brown",54,40-60,2,5898,"high spender",2013-04-08,155,2,2,155,2949.0000,38.0516
672,AW00011672,"Chad Jai",54,40-60,2,78,"low spender",2013-09-18,150,2,2,150,39.0000,0.5200
673,AW00011673,"Susan Ye",49,40-60,2,89,"low spender",2013-03-03,156,2,2,156,44.5000,0.5705
674,AW00011674,"Morgan Rogers",54,40-60,2,89,"low spender",2013-08-18,151,2,2,151,44.5000,0.5894
675,AW00011675,"Devin Martinez",49,40-60,2,5898,"high spender",2013-02-09,157,2,2,157,2949.0000,37.5669
676,AW00011676,"Alan Hu",54,40-60,2,89,"low spender",2013-12-09,147,2,2,147,44.5000,0.6054
677,AW00011677,"Charles Walker",45,40-60,5,156,"low spender",2013-11-30,148,5,5,148,31.2000,1.0541
678,AW00011678,"Johnny Chavez",51,40-60,2,5898,"high spender",2013-02-05,157,2,2,157,2949.0000,37.5669
679,AW00011679,"Dalton Richardson",51,40-60,2,89,"low spender",2013-11-29,148,2,2,148,44.5000,0.6014
680,AW00011680,"Kaylee Nelson",51,40-60,2,59,"low spender",2014-01-19,146,2,2,146,29.5000,0.4041
681,AW00011681,"Abigail Jones",51,40-60,2,59,"low spender",2013-11-25,148,2,2,148,29.5000,0.3986
682,AW00011682,"Kaitlyn Hall",46,40-60,2,89,"low spender",2013-12-09,147,2,2,147,44.5000,0.6054
683,AW00011683,"Greg Taylor",51,40-60,2,5873,"high spender",2013-02-07,157,2,2,157,2936.5000,37.4076
684,AW00011684,"Devin Parker",55,40-60,2,59,"low spender",2013-12-12,147,2,2,147,29.5000,0.4014
685,AW00011685,"Jose Griffin",55,40-60,2,44,"low spender",2013-12-13,147,2,2,147,22.0000,0.2993
686,AW00011686,"Luke Edwards",49,40-60,2,89,"low spender",2013-04-24,155,2,2,155,44.5000,0.5742
687,AW00011687,"Cody Torres",49,40-60,2,89,"low spender",2013-06-21,153,2,2,153,44.5000,0.5817
688,AW00011688,"Victoria Morris",49,40-60,2,5873,"high spender",2013-02-14,157,2,2,157,2936.5000,37.4076
689,AW00011689,"Ian Diaz",55,40-60,2,89,"low spender",2013-09-02,150,2,2,150,44.5000,0.5933
690,AW00011690,"Caroline Butler",50,40-60,2,5873,"high spender",2013-04-26,155,2,2,155,2936.5000,37.8903
691,AW00011691,"Kaitlyn Wilson",51,40-60,2,89,"low spender",2013-05-19,154,2,2,154,44.5000,0.5779
692,AW00011692,"Caleb Gonzales",56,40-60,2,59,"low spender",2014-01-18,146,2,2,146,29.5000,0.4041
693,AW00011693,"Hailey Diaz",50,40-60,1,2295,"medium spender",2013-01-28,158,1,1,158,2295.0000,14.5253
694,AW00011694,"Jonathon Ortega",56,40-60,2,59,"low spender",2013-09-28,150,2,2,150,29.5000,0.3933
695,AW00011695,"Logan Campbell",56,40-60,2,59,"low spender",2013-08-19,151,2,2,151,29.5000,0.3907
696,AW00011696,"Mackenzie Campbell",50,40-60,2,5873,"high spender",2013-04-29,155,2,2,155,2936.5000,37.8903
697,AW00011697,"Eduardo Lee",50,40-60,2,89,"low spender",2013-10-04,149,2,2,149,44.5000,0.5973
698,AW00011698,"Jackson Wright",50,40-60,5,181,"low spender",2014-01-14,146,5,5,146,36.2000,1.2397
699,AW00011699,"Chase Peterson",57,40-60,2,44,"low spender",2013-08-09,151,2,2,151,22.0000,0.2914
700,AW00011700,"Xavier Richardson",56,40-60,2,89,"low spender",2013-06-09,153,2,2,153,44.5000,0.5817
701,AW00011701,"David Hayes",40,20-40,2,89,"low spender",2013-05-04,154,2,2,154,44.5000,0.5779
702,AW00011702,"Jenny Zhou",51,40-60,2,89,"low spender",2013-11-14,148,2,2,148,44.5000,0.6014
703,AW00011703,"Kaylee Baker",52,40-60,2,44,"low spender",2013-11-16,148,2,2,148,22.0000,0.2973
704,AW00011704,"Evan Hernandez",52,40-60,2,89,"low spender",2013-07-17,152,2,2,152,44.5000,0.5855
705,AW00011705,"Brooke Richardson",46,40-60,2,5898,"high spender",2013-05-27,154,2,2,154,2949.0000,38.2987
706,AW00011706,"Blake Perez",57,40-60,2,89,"low spender",2013-10-04,149,2,2,149,44.5000,0.5973
707,AW00011707,"Natalie Cook",56,40-60,2,5898,"high spender",2013-05-24,154,2,2,154,2949.0000,38.2987
708,AW00011708,"Elizabeth Weisman",51,40-60,2,5898,"high spender",2013-05-28,154,2,2,154,2949.0000,38.2987
709,AW00011709,"Hailey Collins",57,40-60,5,151,"low spender",2013-10-14,149,5,5,149,30.2000,1.0134
710,AW00011710,"Zoe Ramirez",58,40-60,2,89,"low spender",2013-12-12,147,2,2,147,44.5000,0.6054
711,AW00011711,"Daniel Davis",52,40-60,27,559,"low spender",2014-01-26,146,27,16,146,20.7037,3.8288
712,AW00011712,"Shelby Rogers",57,40-60,5,113,"low spender",2013-10-29,149,5,5,149,22.6000,0.7584
713,AW00011713,"Kyle Zhang",58,40-60,2,89,"low spender",2013-11-21,148,2,2,148,44.5000,0.6014
714,AW00011714,"Alexandria Long",57,40-60,2,59,"low spender",2013-05-14,154,2,2,154,29.5000,0.3831
715,AW00011715,"Chloe Robinson",58,40-60,2,59,"low spender",2013-12-30,147,2,2,147,29.5000,0.4014
716,AW00011716,"Evan Kelly",58,40-60,2,59,"low spender",2014-01-13,146,2,2,146,29.5000,0.4041
717,AW00011717,"Marcus Jones",53,40-60,2,59,"low spender",2013-12-28,147,2,2,147,29.5000,0.4014
718,AW00011718,"Sarah Jones",53,40-60,2,89,"low spender",2013-03-21,156,2,2,156,44.5000,0.5705
719,AW00011719,"Blake Green",54,40-60,5,118,"low spender",2013-09-20,150,5,5,150,23.6000,0.7867
720,AW00011720,"Morgan Morris",60,40-60,2,59,"low spender",2013-07-24,152,2,2,152,29.5000,0.3882
721,AW00011721,"Jennifer Alexander",55,40-60,2,89,"low spender",2013-10-17,149,2,2,149,44.5000,0.5973
722,AW00011722,"Julian Hughes",60,40-60,2,59,"low spender",2013-11-09,148,2,2,148,29.5000,0.3986
723,AW00011723,"Luke Coleman",53,40-60,5,113,"low spender",2014-01-03,146,5,5,146,22.6000,0.7740
724,AW00011724,"Jason Carter",53,40-60,5,113,"low spender",2013-12-14,147,5,5,147,22.6000,0.7687
725,AW00011725,"Jose Li",53,40-60,2,89,"low spender",2013-05-02,154,2,2,154,44.5000,0.5779
726,AW00011726,"Micah Liang",53,40-60,2,44,"low spender",2013-12-07,147,2,2,147,22.0000,0.2993
727,AW00011727,"Benjamin Taylor",53,40-60,2,5898,"high spender",2013-05-04,154,2,2,154,2949.0000,38.2987
728,AW00011728,"Logan White",60,40-60,2,40,"low spender",2013-11-06,148,2,2,148,20.0000,0.2703
729,AW00011729,"Caleb Campbell",54,40-60,2,70,"low spender",2014-01-11,146,2,2,146,35.0000,0.4795
730,AW00011730,"Emma Torres",59,40-60,2,40,"low spender",2014-01-08,146,2,2,146,20.0000,0.2740
731,AW00011731,"Tanya Gill",60,40-60,2,70,"low spender",2013-08-04,151,2,2,151,35.0000,0.4636
732,AW00011732,"Erick Sanchez",56,40-60,2,70,"low spender",2013-08-15,151,2,2,151,35.0000,0.4636
733,AW00011733,"Kristi Schmidt",55,40-60,2,40,"low spender",2014-01-07,146,2,2,146,20.0000,0.2740
734,AW00011734,"Omar Chen",55,40-60,2,70,"low spender",2013-07-07,152,2,2,152,35.0000,0.4605
735,AW00011735,"Sydney Gray",61,"Above 60",2,70,"low spender",2013-12-22,147,2,2,147,35.0000,0.4762
736,AW00011736,"Sebastian Sanchez",55,40-60,2,70,"low spender",2013-12-04,147,2,2,147,35.0000,0.4762
737,AW00011737,"Megan Martin",56,40-60,2,40,"low spender",2013-07-17,152,2,2,152,20.0000,0.2632
738,AW00011738,"Elijah Alexander",55,40-60,5,126,"low spender",2013-12-27,147,5,4,147,25.2000,0.8571
739,AW00011739,"Aaron King",61,"Above 60",2,4704,"medium spender",2013-04-16,155,2,2,155,2352.0000,30.3484
740,AW00011740,"Jan Hall",61,"Above 60",5,88,"low spender",2014-01-18,146,5,5,146,17.6000,0.6027
741,AW00011741,"Tamara Chander",61,"Above 60",2,5898,"high spender",2013-02-20,157,2,2,157,2949.0000,37.5669
742,AW00011742,"Edward Lewis",61,"Above 60",2,5873,"high spender",2013-05-22,154,2,2,154,2936.5000,38.1364
743,AW00011743,"Chase Kelly",51,40-60,2,5898,"high spender",2013-05-16,154,2,2,154,2949.0000,38.2987
744,AW00011744,"Stephanie Campbell",62,"Above 60",2,70,"low spender",2013-08-27,151,2,2,151,35.0000,0.4636
745,AW00011745,"Allison Gonzalez",61,"Above 60",2,5898,"high spender",2013-05-04,154,2,2,154,2949.0000,38.2987
746,AW00011746,"Seth Brooks",61,"Above 60",2,70,"low spender",2013-11-09,148,2,2,148,35.0000,0.4730
747,AW00011747,"Destiny Davis",62,"Above 60",2,89,"low spender",2013-10-13,149,2,2,149,44.5000,0.5973
748,AW00011748,"Blake Hill",62,"Above 60",5,59,"low spender",2013-11-01,148,5,4,148,11.8000,0.3986
749,AW00011749,"Eduardo Jackson",45,40-60,3,43,"low spender",2013-12-31,147,3,3,147,14.3333,0.2925
750,AW00011750,"Latoya She",41,40-60,3,8079,"high spender",2013-10-01,149,3,3,149,2693.0000,54.2215
751,AW00011751,"Victoria Gonzales",50,40-60,3,8104,"high spender",2013-07-17,152,3,3,152,2701.3333,53.3158
752,AW00011752,"Lauren Bryant",44,40-60,3,43,"low spender",2013-12-06,147,3,3,147,14.3333,0.2925
753,AW00011753,"Felicia Ortega",50,40-60,3,23,"low spender",2013-10-15,149,3,3,149,7.6667,0.1544
754,AW00011754,"Janet Ortega",50,40-60,3,8104,"high spender",2013-07-30,152,3,3,152,2701.3333,53.3158
755,AW00011755,"Willie Pal",52,40-60,3,19,"low spender",2013-08-17,151,3,2,151,6.3333,0.1258
756,AW00011756,"Linda Ortega",52,40-60,3,5679,"high spender",2013-10-25,149,3,3,149,1893.0000,38.1141
757,AW00011757,"Vincent Cai",46,40-60,3,53,"low spender",2013-11-27,148,3,3,148,17.6667,0.3581
758,AW00011758,"Colin Yuan",46,40-60,3,53,"low spender",2013-11-24,148,3,3,148,17.6667,0.3581
759,AW00011759,"Dawn Nath",45,40-60,3,8054,"high spender",2013-07-09,152,3,3,152,2684.6667,52.9868
760,AW00011760,"Melody Moreno",52,40-60,3,33,"low spender",2013-11-19,148,3,3,148,11.0000,0.2230
761,AW00011761,"Edgar Mehta",53,40-60,3,5704,"high spender",2013-07-29,152,3,3,152,1901.3333,37.5263
762,AW00011762,"Randall Gomez",42,40-60,3,8104,"high spender",2013-07-06,152,3,3,152,2701.3333,53.3158
763,AW00011763,"Ross Fernandez",53,40-60,3,33,"low spender",2013-11-12,148,3,3,148,11.0000,0.2230
764,AW00011764,"Jessie Ramos",53,40-60,3,8079,"high spender",2013-07-07,152,3,3,152,2693.0000,53.1513
765,AW00011765,"Marc Torres",42,40-60,3,8054,"high spender",2013-07-26,152,3,3,152,2684.6667,52.9868
766,AW00011766,"Candace Raman",54,40-60,3,8104,"high spender",2013-07-10,152,3,3,152,2701.3333,53.3158
767,AW00011767,"Meagan Madan",48,40-60,3,8079,"high spender",2013-07-12,152,3,3,152,2693.0000,53.1513
768,AW00011768,"Clayton Nara",42,40-60,3,8104,"high spender",2013-07-14,152,3,3,152,2701.3333,53.3158
769,AW00011769,"Haley Hernandez",47,40-60,5,161,"low spender",2013-09-18,150,5,5,150,32.2000,1.0733
770,AW00011770,"Peter Nara",47,40-60,2,40,"low spender",2013-10-21,149,2,2,149,20.0000,0.2685
771,AW00011771,"Isaac Rivera",46,40-60,2,70,"low spender",2013-07-24,152,2,2,152,35.0000,0.4605
772,AW00011772,"Cameron Moore",42,40-60,2,5898,"high spender",2013-05-15,154,2,2,154,2949.0000,38.2987
773,AW00011773,"Gavin Diaz",47,40-60,2,5898,"high spender",2013-04-30,155,2,2,155,2949.0000,38.0516
774,AW00011774,"Emma Sanchez",47,40-60,2,5898,"high spender",2013-06-13,153,2,2,153,2949.0000,38.5490
775,AW00011775,"Sierra Roberts",NULL,NULL,2,5873,"high spender",2013-06-03,153,2,2,153,2936.5000,38.3856
776,AW00011776,"Seth Mitchell",47,40-60,2,5898,"high spender",2013-06-03,153,2,2,153,2949.0000,38.5490
777,AW00011777,"Miranda Long",48,40-60,2,5898,"high spender",2013-06-22,153,2,2,153,2949.0000,38.5490
778,AW00011778,"Haley Henderson",49,40-60,2,5873,"high spender",2013-06-29,153,2,2,153,2936.5000,38.3856
779,AW00011779,"Sarah Jackson",49,40-60,2,5873,"high spender",2013-06-23,153,2,2,153,2936.5000,38.3856
780,AW00011780,"Jessica Alexander",48,40-60,2,5898,"high spender",2013-06-18,153,2,2,153,2949.0000,38.5490
781,AW00011781,"Carlos Gray",49,40-60,2,29,"low spender",2013-12-09,147,2,2,147,14.5000,0.1973
782,AW00011782,"Barbara Jai",44,40-60,2,70,"low spender",2013-09-16,150,2,2,150,35.0000,0.4667
783,AW00011783,"Sara Mitchell",43,40-60,2,40,"low spender",2013-05-11,154,2,2,154,20.0000,0.2597
784,AW00011784,"Jose Turner",47,40-60,5,164,"low spender",2013-12-17,147,5,5,147,32.8000,1.1156
785,AW00011785,"Theodore Diaz",43,40-60,2,70,"low spender",2013-08-31,151,2,2,151,35.0000,0.4636
786,AW00011786,"Ian Murphy",48,40-60,2,70,"low spender",2014-01-23,146,2,2,146,35.0000,0.4795
787,AW00011787,"Jerry Nath",48,40-60,2,70,"low spender",2013-11-05,148,2,2,148,35.0000,0.4730
788,AW00011788,"Destiny James",48,40-60,2,89,"low spender",2013-08-20,151,2,2,151,44.5000,0.5894
789,AW00011789,"Bailey Phillips",45,40-60,2,70,"low spender",2013-04-28,155,2,2,155,35.0000,0.4516
790,AW00011790,"Timothy Gonzalez",44,40-60,2,70,"low spender",2013-05-22,154,2,2,154,35.0000,0.4545
791,AW00011791,"Chase Morgan",50,40-60,2,70,"low spender",2013-12-01,147,2,2,147,35.0000,0.4762
